age,WORKCLASS,fnlwgt,educational_num,MARITAL_STATUS,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_0
38,0,110402,11,0,7,2,0,1,0,0,40,0,0
27,0,207213,9,2,6,1,0,1,0,0,40,0,0
28,0,606111,16,2,5,3,0,0,0,0,60,5,1
26,0,34112,11,2,2,3,0,1,0,0,40,0,0
21,0,119156,10,2,7,1,0,1,0,0,20,0,0
19,0,249787,9,2,2,4,4,1,0,0,40,0,0
20,0,153516,10,2,8,1,0,1,0,0,30,0,0
25,5,260754,13,2,12,3,4,1,0,0,40,0,0
28,1,155621,10,2,1,1,0,1,0,0,50,29,0
36,0,33983,11,2,8,3,0,1,0,0,42,0,1
23,0,306601,13,2,1,3,2,1,0,0,40,20,0
24,0,270075,13,0,8,0,0,0,0,0,50,0,0
23,0,109430,9,2,2,3,0,0,0,0,40,0,0
24,0,187115,13,2,5,1,0,0,0,0,20,0,0
25,1,463667,9,2,2,3,0,1,0,0,8,0,0
24,0,52262,9,2,7,3,0,1,0,0,40,0,0
30,0,144064,9,0,4,2,0,1,0,0,62,0,0
26,0,147821,13,2,3,1,0,0,0,0,45,NULL,0
62,NULL,232719,14,0,NULL,2,0,1,0,0,50,0,0
36,0,268620,10,0,4,0,0,0,0,0,33,0,0
45,0,81132,9,0,2,2,1,1,0,0,40,15,0
31,0,323069,12,1,3,5,0,0,0,880,45,0,0
34,0,242984,9,2,8,3,0,1,0,0,48,0,0
65,2,172684,13,0,4,2,0,1,0,0,44,20,1
42,0,103932,11,1,5,5,0,0,0,0,40,0,0
27,5,431637,15,2,5,3,0,1,0,0,70,0,0
40,0,188942,10,0,3,0,4,0,0,0,40,3,0
53,3,170354,10,0,8,2,0,1,0,0,40,0,1
54,0,28518,9,0,3,2,0,1,0,0,50,0,1
30,5,193380,13,2,5,4,0,1,0,0,35,0,0
59,0,175942,9,0,10,2,0,1,0,0,45,0,1
42,1,53956,9,1,4,5,0,1,0,0,55,0,0
23,0,120773,9,2,8,3,0,0,0,0,40,0,0
28,0,96219,13,0,2,0,0,0,0,0,15,0,0
20,0,104164,9,2,6,1,0,1,0,0,40,0,0
22,0,190429,10,2,3,3,0,0,0,0,20,0,0
73,NULL,243030,13,0,NULL,2,0,1,0,0,30,0,0
47,1,228660,10,0,1,2,0,1,0,1977,40,0,1
44,0,368757,10,0,7,2,0,1,0,0,40,0,0
40,0,220563,8,1,1,3,0,1,0,0,40,0,0
37,0,233571,11,0,0,0,0,0,0,0,37,0,1
39,0,187847,9,1,7,1,0,1,0,0,50,0,0
49,0,84298,10,0,3,2,0,1,7688,0,40,0,1
44,1,254303,10,1,2,3,0,1,0,0,45,0,0
27,0,109611,5,0,7,0,0,0,0,0,37,21,0
50,0,189183,9,0,8,2,0,1,0,0,40,0,0
39,0,206951,13,0,5,2,0,1,0,0,40,0,1
41,0,282882,9,2,3,5,4,0,0,0,40,0,0
55,0,377061,13,0,12,2,0,1,0,0,40,0,1
53,0,209906,2,0,2,2,4,1,0,0,35,3,0
53,4,176059,14,1,5,5,0,0,0,0,50,0,0
31,0,279015,14,0,4,2,0,1,0,2415,70,27,1
21,0,347292,9,2,1,3,0,1,0,0,40,0,0
30,0,277314,9,3,7,3,4,1,0,0,40,0,0
74,NULL,29887,9,4,NULL,3,0,0,0,0,10,0,0
53,0,341439,14,2,4,3,0,0,0,0,60,0,1
47,0,209460,10,0,1,2,0,1,0,1485,47,0,0
60,0,114263,13,1,4,3,0,0,0,0,40,30,1
59,0,230899,5,3,7,5,0,0,0,0,40,20,0
37,0,271767,13,2,4,3,0,1,0,0,48,0,1
47,3,20956,13,0,1,2,0,1,0,1740,40,0,0
49,0,39986,5,0,1,2,0,1,0,0,40,0,0
73,4,45784,10,2,5,4,0,0,0,0,11,0,0
58,0,126991,9,1,2,5,4,0,0,0,20,0,0
18,NULL,234648,7,2,NULL,1,4,1,0,0,15,0,0
35,0,207676,10,2,6,1,4,1,0,0,40,0,0
24,5,413345,10,0,5,0,0,0,0,0,50,0,0
62,0,122033,9,4,8,3,0,0,0,0,38,0,0
58,0,169611,9,0,8,0,0,0,0,0,40,0,0
51,0,90363,10,0,8,2,0,1,15024,0,40,0,1
21,0,372636,9,2,3,1,4,1,0,0,40,0,0
30,0,340917,13,0,1,2,0,1,0,0,40,0,0
27,0,34273,11,2,5,3,0,0,0,1876,36,4,0
25,0,161027,13,0,0,2,0,1,5178,0,40,0,1
31,0,99844,9,2,1,3,2,1,0,0,45,0,0
31,0,207685,9,2,2,5,4,0,0,0,34,0,0
44,0,74680,10,0,1,2,0,1,5178,0,50,0,1
52,2,334273,16,0,5,2,0,1,99999,0,65,0,1
30,0,36069,12,0,3,2,0,1,0,0,40,0,0
29,0,100563,9,2,10,1,4,1,0,0,40,0,0
36,0,174308,7,1,10,3,0,1,0,0,40,0,0
54,1,109413,13,0,9,2,0,1,0,0,50,0,0
59,4,212600,10,3,12,3,0,1,0,0,40,0,1
55,0,271710,10,2,8,3,0,1,0,0,45,0,0
70,NULL,230816,11,2,NULL,3,0,1,0,0,30,0,0
22,0,103277,12,2,8,1,0,0,0,0,20,0,0
42,0,318947,9,1,7,3,0,0,0,0,40,0,0
36,0,187167,12,0,3,0,0,0,0,0,40,0,0
32,0,204742,13,0,5,2,0,1,0,0,40,0,1
44,0,282062,4,0,1,2,0,1,0,0,40,0,0
22,NULL,283510,9,2,NULL,5,4,1,0,0,45,0,0
25,0,280093,7,5,6,3,0,1,0,0,40,20,0
31,0,202729,9,0,10,2,0,1,0,0,50,0,0
33,0,205950,9,2,2,1,0,1,0,0,40,0,0
54,1,392286,12,0,3,2,0,1,0,0,50,0,1
42,1,119207,9,2,4,3,0,1,0,0,48,0,0
49,0,195554,9,0,10,2,0,1,0,0,44,0,0
30,0,173005,9,0,8,2,0,1,0,0,44,0,0
54,0,192862,9,1,4,5,0,0,0,0,45,0,0
39,0,164712,10,2,10,5,0,1,0,0,40,0,0
24,0,195808,10,2,7,1,0,1,0,0,40,0,0
21,0,199444,9,2,8,1,0,0,0,0,44,0,0
23,0,126346,5,2,2,5,4,0,0,0,30,0,0
54,0,177675,9,1,8,5,0,0,0,0,42,0,0
23,0,50341,14,2,3,3,0,0,0,0,20,0,0
39,0,237943,9,1,7,5,0,1,0,1726,40,0,0
23,0,126945,10,2,5,3,0,1,0,0,25,0,0
67,NULL,92061,9,4,NULL,4,0,0,0,0,8,0,0
19,NULL,109938,7,0,NULL,0,1,0,0,0,40,25,0
41,0,267252,10,0,7,2,4,1,0,1902,40,0,1
32,0,174704,7,2,2,3,4,1,0,0,40,0,0
57,0,124771,9,0,1,2,0,1,0,0,40,0,0
18,0,200603,9,2,8,4,0,0,0,0,30,0,0
60,5,165827,16,0,5,2,0,1,7688,0,60,0,1
21,0,301199,10,2,7,1,0,0,0,0,40,0,0
53,0,215790,10,4,8,4,0,0,0,0,22,0,0
38,0,87556,13,0,4,2,0,1,7688,0,55,0,1
21,0,111467,10,2,6,3,0,1,0,0,40,0,0
53,0,82646,16,1,4,3,0,0,0,0,55,0,1
24,0,162282,9,2,1,3,0,1,0,0,40,0,0
36,3,239074,12,0,2,2,0,1,0,0,40,0,0
29,0,214925,14,2,4,3,4,1,0,0,60,0,0
23,0,194247,10,2,3,3,0,1,0,0,40,0,0
44,0,211531,10,0,4,2,0,1,0,0,50,0,0
32,4,223267,14,0,5,2,0,1,0,0,48,0,0
25,0,201635,13,2,4,3,0,0,0,0,50,0,0
41,1,188738,9,1,1,5,0,1,0,0,27,0,0
18,0,133055,9,2,2,1,0,0,0,0,30,0,0
57,0,61761,10,0,1,2,0,1,0,1672,45,0,0
62,0,103344,13,4,4,3,0,1,10520,0,50,0,1
29,0,109814,13,2,6,1,0,1,0,0,40,0,0
19,0,225294,9,2,2,1,4,0,0,0,40,0,0
35,1,97277,15,0,5,2,0,1,0,0,65,0,1
52,0,146711,13,0,5,2,0,1,0,0,50,0,1
28,0,286452,6,2,7,5,0,0,0,0,40,0,0
38,0,20308,9,2,2,1,0,1,0,0,40,0,0
42,0,224203,10,4,3,5,4,0,0,0,40,0,0
41,0,225978,13,2,5,3,4,1,0,0,40,0,0
23,0,237720,13,2,5,3,0,1,0,0,38,0,0
31,0,156743,14,0,3,2,0,1,0,0,76,0,1
31,0,509364,3,2,7,3,0,1,0,0,45,20,0
46,0,144351,14,0,5,2,0,1,0,0,40,0,1
18,0,375515,7,2,3,1,0,0,0,0,20,0,0
57,1,103529,14,0,0,2,0,1,0,0,38,0,1
25,0,199472,11,2,8,3,0,0,0,0,38,0,0
32,0,348152,14,0,4,2,0,1,0,0,40,0,1
27,0,221166,5,2,9,1,0,1,0,0,40,0,0
46,3,341762,13,0,5,2,0,1,7688,0,45,0,1
17,NULL,634226,6,2,NULL,1,0,0,0,0,17,0,0
43,5,159449,9,2,1,5,0,1,0,0,40,0,0
56,1,110238,13,5,5,3,0,0,0,0,40,0,1
19,0,458558,9,0,1,0,0,0,0,0,40,0,0
20,3,340217,9,2,8,1,0,0,0,0,40,0,0
42,0,155106,10,2,7,3,0,1,0,0,45,0,0
90,0,90523,9,4,10,5,0,1,0,0,99,0,0
25,0,122756,7,3,7,3,4,1,0,0,35,0,0
27,0,293828,9,2,2,3,4,0,0,0,40,18,0
48,0,299291,9,0,10,2,0,1,0,0,44,0,0
48,3,483261,10,2,8,3,4,1,0,0,40,0,0
27,0,122038,9,0,1,2,0,1,0,0,48,0,0
46,0,160647,13,4,0,5,0,0,0,0,38,0,0
32,0,106541,3,0,2,4,0,1,0,0,40,0,0
22,0,126945,11,0,0,2,0,1,0,0,40,0,0
24,0,188505,13,6,5,0,0,0,0,0,40,0,1
31,0,377850,9,0,1,2,0,1,0,0,65,0,0
20,0,193586,10,2,5,3,0,0,0,0,18,0,0
28,1,315417,15,2,5,3,0,1,2176,0,40,0,0
40,2,57233,9,0,4,2,0,1,0,0,60,0,1
39,0,195253,9,0,7,2,0,1,0,0,40,0,1
54,4,172991,9,0,10,2,0,1,0,0,40,0,0
59,4,223215,10,0,12,2,0,1,0,0,42,0,0
17,0,95799,7,2,3,1,0,0,0,0,18,0,0
25,1,213385,10,2,1,1,0,1,0,0,80,0,0
49,4,202467,9,0,12,2,0,1,0,0,40,0,1
55,1,145574,9,1,4,3,0,1,34095,0,60,0,0
39,0,147548,9,0,1,2,0,1,0,0,40,0,0
67,0,105216,10,4,5,3,0,0,0,0,16,0,0
28,0,77760,9,2,2,5,0,1,0,0,40,0,0
35,0,167990,5,0,7,2,0,1,0,0,40,4,0
44,0,167005,9,0,8,2,0,1,0,0,48,0,1
51,0,108435,14,0,5,2,0,1,0,0,47,0,1
55,0,56645,13,4,9,1,1,1,0,0,40,0,0
45,4,304973,9,0,12,2,0,1,0,0,78,0,1
32,0,42596,9,0,1,2,0,1,0,0,48,0,0
45,0,220641,10,1,4,5,0,0,0,0,40,0,0
45,0,101452,14,0,4,2,0,1,15024,0,60,2,1
35,0,188888,13,2,3,3,0,1,0,0,40,0,1
55,4,168790,9,0,10,2,0,1,0,0,44,0,0
59,0,98361,10,0,1,2,0,1,0,0,40,0,1
22,0,401762,9,2,8,3,0,0,0,0,55,0,0
46,4,160187,14,4,4,5,4,0,0,0,35,0,0
23,0,203715,9,2,9,1,0,1,0,0,40,0,0
47,0,144351,13,0,4,2,0,1,0,0,45,0,1
34,0,420749,9,0,1,2,0,1,0,0,30,5,0
51,0,106151,7,1,10,1,0,1,0,0,40,0,0
40,0,362482,11,0,3,2,0,1,0,0,50,0,0
24,5,38151,10,2,8,1,0,1,0,0,12,0,0
20,0,42706,10,2,9,3,0,1,0,0,72,0,0
44,0,126199,10,1,10,5,0,1,1831,0,50,0,0
26,0,165510,9,1,1,5,0,1,0,0,40,0,0
35,4,216068,9,3,8,5,0,0,0,0,38,0,0
23,0,215624,10,2,7,5,1,1,0,0,40,19,0
40,0,239708,9,1,1,3,0,1,0,0,50,0,0
49,4,199378,9,0,12,2,0,1,0,0,40,0,0
32,0,230420,9,2,7,3,0,1,0,0,45,0,0
28,0,395022,11,1,5,5,0,0,0,0,40,0,0
51,0,338620,14,0,4,2,0,1,15024,0,60,0,1
62,0,210142,11,0,4,2,0,1,0,0,50,0,1
31,0,446358,10,0,7,2,0,1,0,0,40,20,0
47,4,352614,12,0,12,2,0,1,0,0,40,0,1
36,0,293528,11,2,0,3,0,0,0,0,3,0,0
44,5,55395,9,2,1,3,0,1,0,0,40,0,0
18,NULL,128538,9,2,NULL,1,0,0,0,0,20,0,0
46,0,428405,13,0,4,2,0,1,0,0,40,0,1
32,0,126838,9,2,1,3,0,1,0,0,40,0,0
51,1,136836,12,1,10,5,4,0,0,0,30,0,0
48,0,105838,13,0,4,2,0,1,0,0,45,0,1
28,0,139903,13,2,7,5,4,0,0,0,40,0,0
57,2,106103,10,0,0,2,0,1,0,0,60,0,1
33,0,186824,11,0,3,2,0,1,0,0,40,0,0
42,0,350387,9,3,7,3,0,1,0,0,15,0,0
17,0,142912,6,2,2,1,0,1,0,0,40,0,0
63,NULL,321403,5,3,NULL,3,4,1,0,0,40,0,0
31,2,114937,13,0,4,2,0,1,0,0,55,0,1
34,NULL,286689,14,2,NULL,3,0,1,4650,0,30,0,0
35,0,147258,10,2,7,3,0,1,0,1974,40,0,0
20,0,451996,9,2,6,1,0,1,0,0,40,0,0
36,0,149833,9,0,4,0,0,0,0,0,40,0,0
24,0,211968,10,2,3,3,0,0,0,0,24,0,0
33,0,287908,10,0,10,2,4,1,0,0,50,0,1
36,0,166549,10,0,8,2,0,1,0,0,40,0,0
31,0,25216,13,1,4,5,0,0,0,0,40,0,0
29,0,286452,12,1,3,5,0,0,3418,0,40,0,0
47,0,162034,13,0,3,2,0,1,0,0,60,0,1
30,0,186932,16,0,5,2,0,1,5178,0,75,0,1
34,0,82938,9,0,9,2,0,1,0,0,50,0,0
23,0,122048,9,2,7,4,0,0,0,0,40,0,0
33,0,118710,11,1,8,3,0,1,0,0,40,0,0
59,0,243226,6,1,7,3,0,0,0,0,40,0,0
67,1,268514,13,1,5,3,0,1,0,0,40,0,0
26,0,365289,9,1,7,3,0,1,0,0,40,0,0
27,0,165365,9,0,7,2,1,1,2885,0,40,25,0
20,0,219266,9,0,5,1,0,0,0,0,36,NULL,0
24,0,283757,13,2,8,1,0,1,0,0,39,0,0
44,3,206553,11,1,0,3,0,1,0,0,40,0,0
31,0,113364,9,0,1,2,0,1,0,0,40,0,1
28,0,328949,15,0,5,2,0,1,0,0,60,0,0
19,0,83930,9,2,2,1,0,0,0,0,20,0,0
31,1,325355,13,0,4,0,0,0,0,1902,40,0,1
20,0,131852,9,2,8,3,0,0,0,0,40,0,0
64,0,119506,9,1,2,3,0,0,0,0,15,0,0
47,5,100818,9,0,8,0,0,0,0,0,40,0,1
36,0,162302,10,2,8,3,0,0,0,0,35,0,0
48,0,182211,9,0,1,2,0,1,0,0,44,0,1
19,1,194205,10,2,2,1,0,0,0,0,40,20,0
22,0,141040,9,2,3,1,4,0,0,0,35,0,0
56,0,346033,5,1,8,3,0,1,0,0,40,0,0
22,0,177125,10,2,8,3,0,1,0,0,50,0,0
37,0,241174,13,0,5,2,0,1,0,0,99,0,1
57,4,130532,13,4,5,3,0,0,0,0,35,0,0
38,0,168496,12,0,3,2,0,1,0,0,50,0,1
34,0,362787,9,2,7,5,4,0,0,0,40,0,0
22,NULL,244771,7,3,NULL,5,4,0,0,0,40,0,0
38,3,48123,10,1,4,3,0,0,0,0,40,0,0
30,2,173858,10,0,4,2,1,1,0,1902,40,10,1
32,0,207201,13,2,5,3,0,1,0,0,45,0,1
29,0,37933,8,5,2,3,4,0,0,0,40,0,0
56,0,33323,9,0,7,2,0,1,0,0,40,0,0
42,0,175943,11,0,4,0,0,0,7298,0,35,0,1
66,NULL,306178,6,1,NULL,3,0,1,2050,0,40,0,0
71,4,229110,9,4,4,4,0,0,0,0,33,0,0
20,0,113511,7,2,10,1,0,1,0,0,40,0,0
25,0,333677,9,2,7,1,0,1,0,0,36,0,0
42,0,236021,9,0,1,2,0,1,0,0,40,NULL,1
20,NULL,371089,9,2,NULL,1,0,0,0,0,40,0,0
61,0,115023,10,0,5,2,0,1,0,0,50,0,1
24,5,133586,13,0,4,0,0,0,0,0,40,0,0
51,0,91137,5,2,2,5,4,0,0,0,40,0,0
27,0,105598,9,2,8,3,0,1,0,0,40,0,0
41,0,352812,10,0,4,0,0,0,0,1902,40,0,1
31,0,204829,9,1,7,3,0,1,0,0,40,0,0
39,0,247733,9,1,11,5,4,0,0,0,16,0,0
36,NULL,370585,9,0,NULL,2,4,1,0,0,40,0,0
51,1,103257,15,0,5,2,0,1,0,0,40,0,0
52,0,178915,9,2,4,5,0,0,0,0,40,0,0
49,0,54260,13,0,5,2,0,1,0,0,40,0,1
43,0,55395,10,0,1,2,0,1,0,0,40,0,0
45,0,233511,13,0,4,2,0,1,0,1977,60,0,1
49,0,318331,9,1,7,3,0,1,0,0,40,0,0
19,0,195985,9,2,2,3,0,0,0,0,40,0,0
44,1,38876,9,0,9,2,0,1,0,0,40,0,0
67,2,81413,9,0,10,2,0,1,0,0,40,0,0
58,0,172618,15,0,5,2,0,1,0,0,45,0,1
36,0,174717,13,0,5,2,0,1,7688,0,40,0,1
67,0,224984,9,4,8,3,0,0,15831,0,16,5,1
61,0,423297,16,0,5,2,0,1,0,0,40,0,1
55,4,88856,4,2,2,5,4,0,0,0,40,0,0
23,NULL,169104,12,2,NULL,1,1,1,0,0,16,15,0
35,3,39207,9,2,8,3,0,1,0,0,40,0,0
35,0,340018,6,2,2,5,4,0,0,0,38,0,0
20,5,30796,10,2,8,1,0,0,0,0,10,0,0
51,0,155403,9,0,8,0,4,0,0,0,40,0,0
23,0,238092,13,2,5,1,0,1,0,0,40,0,0
39,0,225605,9,0,9,2,0,1,0,0,24,0,0
36,0,289148,10,1,2,5,0,0,0,0,40,0,0
47,0,339863,9,0,3,2,0,1,0,0,45,0,1
27,0,178778,13,2,3,3,0,1,0,0,80,0,1
29,0,568490,9,0,1,2,0,1,0,0,40,0,0
21,5,129345,10,2,12,3,0,1,0,0,40,0,0
18,0,447882,10,2,8,3,0,0,0,0,20,0,0
24,0,314165,10,2,4,1,0,1,0,0,20,0,0
39,3,382859,9,0,1,2,0,1,0,0,40,0,1
51,5,82504,10,0,4,2,0,1,0,0,40,0,0
47,0,149700,13,0,0,2,0,1,15024,0,40,0,1
62,0,209844,10,1,8,5,0,0,0,0,30,0,0
49,0,62546,13,0,4,2,0,1,0,0,40,0,1
20,0,228686,7,0,2,2,0,1,0,0,40,0,0
24,0,326587,10,2,3,3,0,1,0,0,40,0,0
25,0,202091,9,2,4,1,0,0,0,0,40,0,0
54,1,310774,13,0,3,2,0,1,0,0,40,0,0
25,0,450246,9,2,1,1,0,1,0,0,40,0,0
20,NULL,84375,9,0,NULL,0,0,0,0,0,45,0,0
43,0,142444,10,1,3,5,0,0,0,0,55,0,1
26,0,82246,13,2,4,3,0,1,0,1876,38,0,0
24,0,192766,9,0,6,2,0,1,0,0,40,0,0
18,0,53109,7,2,2,1,2,1,0,0,20,0,0
45,2,121836,10,0,5,0,0,0,0,0,40,NULL,1
45,1,298130,9,0,4,2,0,1,0,0,25,0,0
26,0,135645,13,2,3,3,0,1,0,0,40,0,0
47,0,265275,10,2,2,1,0,1,0,0,40,0,0
54,NULL,410114,9,0,NULL,2,0,1,0,0,40,0,0
21,6,232719,9,2,1,1,4,1,0,0,40,0,0
29,0,167716,9,1,2,5,0,0,0,0,99,0,0
68,0,107627,10,0,5,2,0,1,0,0,15,0,0
21,0,129674,10,2,4,3,4,1,0,0,48,20,0
28,2,114053,10,2,4,3,0,1,0,0,30,0,0
46,0,202560,9,0,4,0,0,0,0,0,40,0,1
35,0,219902,9,3,10,5,4,0,0,0,48,0,0
50,1,192654,6,2,1,3,0,1,0,0,25,0,0
48,2,238966,10,1,4,3,0,1,0,0,40,0,0
17,NULL,112942,6,2,NULL,1,0,1,0,0,40,0,0
59,0,153484,13,0,1,2,0,1,15024,0,50,0,1
23,0,161874,10,2,4,1,4,1,0,0,40,0,0
53,0,260106,9,4,3,3,0,0,0,0,30,0,0
50,2,240374,14,0,3,2,0,1,0,0,40,0,1
32,NULL,251612,3,2,NULL,5,0,0,0,0,45,20,0
53,0,223696,8,5,6,3,3,1,0,0,56,24,0
52,0,176134,9,0,7,2,4,1,0,0,48,0,0
38,0,186959,13,0,5,2,0,1,0,0,50,0,0
43,0,456236,14,0,4,2,0,1,0,0,50,0,1
35,0,98948,13,0,2,0,0,0,0,0,32,0,0
41,0,166662,15,0,4,2,0,1,0,0,50,0,1
22,0,448626,10,2,3,1,0,1,0,0,40,0,0
39,0,167482,9,0,2,2,0,1,0,0,60,0,1
45,0,189792,14,0,3,2,0,1,0,0,40,0,1
31,0,399052,5,0,9,0,0,0,0,0,42,0,0
40,0,104196,13,0,5,2,0,1,0,1887,40,0,1
47,1,152752,3,0,10,2,0,1,0,0,20,0,0
53,0,268545,9,0,1,2,4,1,0,0,40,18,0
53,2,148532,13,0,3,2,0,1,0,0,60,0,1
33,4,281784,13,2,0,3,4,1,0,1564,52,0,1
24,0,225724,13,2,8,1,0,0,0,0,20,0,0
34,0,200192,10,2,2,3,0,0,0,0,40,0,0
46,2,170850,9,0,3,2,0,1,0,0,50,0,1
29,3,224858,10,0,12,2,0,1,0,0,60,0,0
61,5,159908,7,4,2,5,0,0,0,0,32,0,1
31,0,115488,9,0,9,2,0,1,0,0,40,0,0
29,0,1268339,9,5,0,1,4,1,0,0,40,0,0
42,0,195755,9,3,1,5,0,1,0,0,40,0,0
50,3,186272,10,0,4,2,0,1,0,0,40,0,0
34,0,181388,9,1,8,3,0,0,0,0,40,0,0
39,0,177181,4,0,10,2,0,1,0,0,40,0,0
74,0,91488,2,0,10,2,4,1,0,0,20,0,0
40,0,230961,10,0,3,2,0,1,0,0,40,0,0
75,1,309955,15,0,5,2,0,1,0,2174,50,0,1
40,4,63042,13,0,5,0,0,0,0,0,40,0,1
36,0,29814,7,0,1,2,0,1,0,0,40,0,0
61,NULL,116230,13,0,NULL,2,0,1,0,0,40,0,1
42,NULL,167678,7,0,NULL,2,0,1,0,0,22,26,0
28,0,191088,13,0,4,0,0,0,0,0,40,0,1
19,0,63814,10,2,8,3,0,0,0,0,18,0,0
36,0,285865,12,3,2,5,4,0,0,0,32,0,0
33,NULL,160776,11,1,NULL,3,0,0,0,0,40,23,0
50,3,299831,10,1,8,5,0,0,0,880,40,0,0
47,0,162741,12,0,5,0,4,0,15024,0,40,0,1
48,0,204990,9,2,0,5,4,0,0,0,33,18,0
60,2,171315,9,1,1,3,0,1,0,0,40,0,0
30,0,296462,14,2,5,3,4,1,0,0,30,0,0
32,0,103860,13,0,4,2,0,1,0,0,50,0,1
45,4,159816,14,0,5,0,0,0,0,1977,35,0,1
51,0,96586,10,0,0,2,0,1,0,0,40,0,1
53,0,202720,5,5,7,5,4,1,0,0,75,28,0
34,0,202822,14,2,0,5,4,0,0,0,40,NULL,0
48,1,379883,14,0,4,2,0,1,0,0,40,20,1
68,NULL,123464,9,0,NULL,2,0,1,0,0,45,0,0
32,0,294121,12,1,7,3,0,0,0,0,50,0,0
63,NULL,179981,9,0,NULL,2,0,1,0,0,4,0,0
31,0,234387,9,1,4,5,4,0,0,0,40,0,0
58,1,154537,13,1,2,3,0,0,0,0,20,0,0
32,0,125856,12,0,4,2,0,1,0,0,60,0,1
32,0,156015,13,2,5,3,0,1,0,0,40,0,0
40,0,116632,13,1,3,1,0,1,0,0,80,0,0
50,0,124963,13,0,4,2,0,1,99999,0,55,0,1
38,1,115215,6,3,7,3,0,1,0,0,40,0,0
30,0,254905,9,0,7,2,0,1,0,0,40,0,0
21,0,195532,9,2,8,5,0,0,0,0,40,0,0
28,0,190067,13,2,5,1,0,0,0,1564,40,0,1
63,0,181828,9,0,3,2,0,1,0,0,48,NULL,0
32,0,203674,12,1,5,5,0,0,0,880,36,0,0
25,0,322585,9,2,3,3,0,1,0,0,45,0,0
59,0,246262,10,0,0,2,0,1,0,0,40,0,1
22,4,211129,11,2,8,1,0,0,0,0,10,NULL,0
49,0,139268,10,2,1,1,0,1,0,0,40,0,0
36,0,188540,13,2,4,3,0,1,0,0,40,0,0
31,NULL,251167,9,0,NULL,0,0,0,0,0,30,20,0
46,0,94809,10,1,11,5,0,0,0,0,30,0,0
37,4,265038,15,0,5,2,0,1,0,0,60,0,1
48,0,182566,13,0,3,2,4,1,0,0,40,0,1
43,0,220109,10,0,2,2,0,1,0,1672,44,0,0
41,0,208470,9,0,4,2,0,1,0,0,40,0,1
54,0,28683,9,0,3,2,0,1,3464,0,40,0,0
36,0,233571,10,1,4,3,0,0,0,0,4,0,0
29,0,24562,13,1,2,5,3,0,0,0,40,0,0
66,4,36364,9,0,1,2,0,1,0,2267,40,0,0
59,0,168569,15,2,5,3,0,1,0,0,50,0,0
62,0,167098,13,0,4,2,0,1,0,0,40,0,1
29,0,271579,6,2,1,3,0,1,0,0,40,20,0
28,0,191355,13,0,3,2,0,1,0,0,45,0,1
27,0,31659,13,0,7,2,0,1,0,1887,60,0,1
42,5,83411,9,0,4,2,0,1,0,0,40,0,1
60,0,40856,11,0,1,2,0,1,0,0,46,0,1
58,0,115605,14,0,5,2,0,1,0,0,50,0,1
27,0,132326,10,0,1,2,0,1,0,0,40,0,0
45,0,220213,9,4,1,3,0,0,0,0,40,0,0
50,0,172511,10,0,1,2,0,1,0,0,40,0,1
43,0,156745,10,0,1,2,4,1,0,0,40,0,0
39,0,218916,15,1,4,3,0,1,0,0,50,0,0
21,0,306114,10,2,8,1,0,1,0,0,20,0,0
24,0,196675,9,0,6,2,4,1,0,0,70,0,0
59,1,73411,15,0,9,2,0,1,0,0,30,0,0
36,0,184659,9,0,7,2,0,1,0,0,40,0,1
72,NULL,75890,10,4,NULL,5,1,0,0,0,4,0,0
35,0,320451,14,0,4,2,1,1,0,0,65,39,1
33,0,172498,10,1,6,1,0,1,0,0,40,0,0
30,0,131588,9,2,1,3,4,0,0,0,45,0,0
40,0,124520,11,1,1,5,0,1,0,0,50,0,1
26,1,93806,10,0,3,2,0,1,0,0,55,0,0
37,3,173192,11,3,8,3,4,1,0,0,40,0,0
68,1,198554,10,1,10,3,0,0,0,0,20,0,0
45,0,26502,13,0,1,2,0,1,0,0,72,0,1
56,0,225267,9,0,5,2,0,1,0,0,40,0,0
36,0,150042,9,2,8,1,0,0,0,0,40,0,0
50,0,211319,13,0,4,2,0,1,7298,0,50,0,1
38,0,208358,11,0,3,2,0,1,0,0,40,0,0
29,0,58115,13,0,3,2,0,1,0,0,41,0,0
28,0,219267,9,2,2,5,0,0,0,0,28,0,0
39,3,129573,10,0,8,2,0,1,0,0,50,0,0
26,4,27834,13,2,12,3,0,1,0,0,40,0,0
52,2,415037,10,1,4,3,0,1,0,0,65,0,1
52,0,191529,13,1,9,3,0,1,0,0,40,0,0
84,0,132806,9,4,2,3,0,0,0,0,13,0,0
33,3,137059,10,2,2,3,0,0,0,0,10,0,0
46,3,102308,15,0,5,2,0,1,15024,0,50,0,1
30,0,164309,9,2,3,3,0,0,0,0,35,0,0
38,0,40955,13,0,5,2,0,1,0,0,40,2,1
66,0,141085,9,4,11,3,0,0,0,0,8,0,0
62,3,258124,14,0,8,2,0,1,0,0,40,16,1
31,0,467579,13,0,4,2,4,1,0,1887,40,0,1
31,0,145139,13,0,1,2,0,1,0,0,40,0,1
39,0,231141,9,0,7,2,0,1,2829,0,40,0,0
60,1,146674,9,1,1,3,4,1,0,0,50,NULL,0
27,0,242207,13,2,0,1,0,0,0,0,40,0,0
37,NULL,102541,11,0,NULL,0,2,0,0,0,40,0,0
